WHITNEY	934	34251	12.7
BAIRD	935	34233	12.69
HOOPER	936	34084	12.63
POLLARD	937	34079	12.63
ZAVALA	938	34068	12.63
JARVIS	939	34050	12.62
HOLDEN	940	34041	12.62
HAAS	941	34032	12.62
HENDRIX	941	34032	12.62
MCGRATH	943	34031	12.62
BIRD	944	33962	12.59
LUCERO	945	33922	12.57
TERRELL	946	33914	12.57
RIGGS	947	33868	12.55
JOYCE	948	33843	12.55
MERCER	949	33797	12.53
ROLLINS	949	33797	12.53
GALLOWAY	951	33773	12.52
DUKE	952	33745	12.51
ODOM	953	33717	12.5
ANDERSEN	954	33508	12.42
DOWNS	955	33494	12.42
HATFIELD	956	33464	12.41
BENITEZ	957	33441	12.4
ARCHER	958	33411	12.39
HUERTA	959	33348	12.36
TRAVIS	960	33339	12.36
MCNEIL	961	33239	12.32
HINTON	962	33209	12.31
ZHANG	963	33202	12.31
HAYS	964	33194	12.3
MAYO	965	33126	12.28
FRITZ	966	33068	12.26
BRANCH	967	33040	12.25
MOONEY	968	32953	12.22
EWING	969	32925	12.21
RITTER	970	32864	12.18
ESPARZA	971	32772	12.15
FREY	972	32735	12.13
BRAUN	973	32676	12.11
GAY	974	32672	12.11
RIDDLE	975	32654	12.1
HANEY	976	32644	12.1
KAISER	977	32567	12.07
HOLDER	978	32466	12.04
CHANEY	979	32433	12.02
MCKNIGHT	980	32386	12.01
GAMBLE	981	32377	12
VANG	982	32333	11.99
COOLEY	983	32287	11.97
CARNEY	984	32282	11.97
COWAN	985	32242	11.95
FORBES	986	32228	11.95
FERRELL	987	32174	11.93
DAVIES	988	32165	11.92
BARAJAS	989	32147	11.92
SHEA	990	32069	11.89
OSBORN	991	32044	11.88
BRIGHT	992	32042	11.88
CUEVAS	993	32015	11.87
BOLTON	994	31995	11.86
MURILLO	995	31964	11.85
LUTZ	996	31940	11.84
DUARTE	997	31896	11.82
KIDD	998	31886	11.82
KEY	999	31882	11.82
COOKE	1000	31860	11.81
